70,80,,,,,,
86,87,,,,,,
82,89,,,,,,
70,91,,,,,,
62,85,,,,,,s
60,88,,,,,,
64,89,,,,,,
58,90,,,,,,
63,90,,,,,,
60,86,,,,,,
